Name,Price,Year,Style,Made In,Kilometer,Province,District,Gearbox,Fuel,Description
Honda CR-V 1.5 L 2021,868 triệu,2021,SUV,Trong nước,72.000 km,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"ĐĂNG KÝ LÁI THỬ MIỄN PHÍ. Biển số: 64A. ODO: 72000 Km. Động cơ: Xăng. Hộp số: Tự động. Hỗ trợ Đăng ký - Đăng kiểm - Sang tên xe theo yêu cầu. ""Cam kết từ CARPLA. Thông tin tình trạng xe minh bạch. 5 ngày lái thật cam kết hoàn tiền. Cam kết xe không đâm đụng, ngập nước. Bảo hành lên đến 12 tháng hoặc 20.000km. Kiểm định 160 bước tiêu chuẩn"". ""Thông tin liên hệ. Carpla - Nền tảng mua bán xe ô tô đã qua sử dụng lớn nhất Việt Nam. Địa chỉ: Showroom Long Biên - Hà Nội: Số 7 - 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên, Thành phố Hà Nội. Showroom Phạm Văn Đồng - Hà Nội: Số 138 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội. Showroom Đà Nẵng: Số 286 Phạm Hùng, Hoà Phước, Hòa Vang, Thành phố Đà Nẵng. Showroom Bình Dương: Số 79/4 Đại Lộ Bình Dương, KP. Trung, P. Vĩnh Phú, TP. Thuận An, Tỉnh Bình Dương. Showroom Tân Phú - TP. Hồ Chí Minh: 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TP. Hồ Chí Minh. Showroom Cần Thơ: 40 Võ Nguyên Giáp, KV Thạnh Thuận, Phường Phú Thứ, Quận Cái Răng, TP. Cần Thơ. Showroom Nghệ An: Đường 3/2 Xóm 7, xã Nghi Phú, Thành Phố Vinh, Tỉnh Nghệ An. #CARPLA #AnTamMuaBanXe #xedaquasudung #xecu #xeluot ""."
Hyundai Grand i10 Hatchback 1.2 AT 2020,355 triệu,2020,Hatchback,Trong nước,25.000 km,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"MUA XE GIÁ TỐT - CHỐT ĐƠN CÙNG CARPLA. Biển số: 65A. ODO: 25000 Km. Động cơ: Xăng. Hộp số: Tự động. Hỗ trợ Đăng ký - Đăng kiểm - Sang tên xe theo yêu cầu. ""Cam kết từ CARPLA. Thông tin tình trạng xe minh bạch. 5 ngày lái thật cam kết hoàn tiền. Cam kết xe không đâm đụng, ngập nước. Bảo hành lên đến 12 tháng hoặc 20.000km. Kiểm định 160 bước tiêu chuẩn"". ""Thông tin liên hệ. Carpla - Nền tảng mua bán xe ô tô đã qua sử dụng lớn nhất Việt Nam. Địa chỉ: Showroom Long Biên - Hà Nội: Số 7 - 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên, Thành phố Hà Nội. Showroom Phạm Văn Đồng - Hà Nội: Số 138 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội. Showroom Đà Nẵng: Số 286 Phạm Hùng, Hoà Phước, Hòa Vang, Thành phố Đà Nẵng. Showroom Bình Dương: Số 79/4 Đại Lộ Bình Dương, KP. Trung, P. Vĩnh Phú, TP. Thuận An, Tỉnh Bình Dương. Showroom Tân Phú - TP. Hồ Chí Minh: 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TP. Hồ Chí Minh. Showroom Cần Thơ: 40 Võ Nguyên Giáp, KV Thạnh Thuận, Phường Phú Thứ, Quận Cái Răng, TP. Cần Thơ. Showroom Nghệ An: Đường 3/2 Xóm 7, xã Nghi Phú, Thành Phố Vinh, Tỉnh Nghệ An. #CARPLA #AnTamMuaBanXe #xedaquasudung #xecu #xeluot ""."
Toyota Innova 2.0E 2019,545 triệu,2019,MPV,Trong nước,97.000 km,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"XE QUA TAY, CHẠY VẪN HAY. Biển số: 68F. ODO: 97000 Km. Động cơ: Xăng. Hộp số: Tự động. Hỗ trợ Đăng ký - Đăng kiểm - Sang tên xe theo yêu cầu. ""Cam kết từ CARPLA. Thông tin tình trạng xe minh bạch. 5 ngày lái thật cam kết hoàn tiền. Cam kết xe không đâm đụng, ngập nước. Bảo hành lên đến 12 tháng hoặc 20.000km. Kiểm định 160 bước tiêu chuẩn"". ""Thông tin liên hệ. Carpla - Nền tảng mua bán xe ô tô đã qua sử dụng lớn nhất Việt Nam. Địa chỉ: Showroom Long Biên - Hà Nội: Số 7 - 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên, Thành phố Hà Nội. Showroom Phạm Văn Đồng - Hà Nội: Số 138 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội. Showroom Đà Nẵng: Số 286 Phạm Hùng, Hoà Phước, Hòa Vang, Thành phố Đà Nẵng. Showroom Bình Dương: Số 79/4 Đại Lộ Bình Dương, KP. Trung, P. Vĩnh Phú, TP. Thuận An, Tỉnh Bình Dương. Showroom Tân Phú - TP. Hồ Chí Minh: 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TP. Hồ Chí Minh. Showroom Cần Thơ: 40 Võ Nguyên Giáp, KV Thạnh Thuận, Phường Phú Thứ, Quận Cái Răng, TP. Cần Thơ. Showroom Nghệ An: Đường 3/2 Xóm 7, xã Nghi Phú, Thành Phố Vinh, Tỉnh Nghệ An. #CARPLA #AnTamMuaBanXe #xedaquasudung #xecu #xeluot ""."
Mercedes-Benz C300 AMG 2021,1 tỉ 279 triệu,2021,Sedan,Trong nước,27.000 km,Tp.HCM,Quận 1,Số tự động,Máy xăng,"#Mercedes_C300AMG model 2021 Trắng nâu. Odo 27.000mls Bảo dưỡng Full đầy đủ(4 lốp date 24 mới thay). Chất xe cực đẹp, Bản Full Option: Máy 2.0 258Hp hộp số 9 cấp, Mâm Body AMG, Đèn Multibeam, phanh hiệu suất, keyless Go, Cam 360*, đá cốp..... Nội thất ốp gỗ, bọc da cao cấp, vô lăng dcut, đồng hồ kỹ thuật số, điều hoà 3 vùng, âm thanh vòm burmester, cửa nóc panorama,................. 1.2Xy hoặc trả trước chỉ từ 399triệu nhận xe. 07. 7979. 5757. CN1: 243 Lê Hồng Phong, P08, TP Vũng Tàu. CN2: 178 Lê Trọng Tấn, La Khê Hà Đông HN."
Mitsubishi Triton GL 2009,199 triệu,2009,Bán Tải,Nhập khẩu,250.000 km,Sơn La,Sơn La,Số sàn,Máy dầu,"Hàng ngon bổ rẻ lại về. Mitsubishi Tritong 2.5MT 2009 bản 2 cầu, Nhập khẩu nguyên chiếc. Tư nhân chính chủ từ mới, Xe đẹp xuất sắc, không một lỗi nhỏ, chạy 25v km zin. Cam kết không đâm đụng, không ngập nước thuỷ kích, máy số nguyên bản 100% theo nhà máy. Giá: 215 triệu quá ok cho một em hàng hiệu. - Hotline 24/7: 0906 023 679. - Chỉ 215 triệu là bế xe về đi thôi ạ. - Hùng Quý Auto Xem gian hàng 399 Nguyễn Xiển, Quận Thanh Xuân, Thành Phố Hà Nội."
Kia K3 1.6 Premium 2022,565 triệu,2022,Sedan,Trong nước,50.000 km,Long An,Tân An,Số tự động,Máy xăng,"KIA K3 1.6 PREMIUM 2022. __________________________________. ️Màu XÁM - Nội thất ĐEN ĐỎ. ️Sản xuất 2022. Đăng ký 2022. ️Lăn bánh: 50.000 Km. ️Động cơ 1.6AT. ️Bảo hành chính hãng đến 2025 hoặc 100.000 Km. Xem xe tại: 24 Quốc lộ 1A, Khu trung tâm Hành Chính Tỉnh. Phường 6. Thành phố Tân An. Long An. __________________________________. Giá: 565.000.000 VND. Cam kết không đâm đụng, ngập nước. Cam kết máy móc nguyên bản, không đại tu máy. Check hãng theo yêu cầu của khách hàng. Mua bán xe cũ trao đổi xe mới. Hỗ trợ vay ngân hàng 75% giá trị xe. ☎☎Liên hệ tư vấn: 0932888866."
Mazda CX-8 Premium 2022,909 triệu,2022,SUV,Trong nước,29.000 km,Long An,Tân An,Số tự động,Máy xăng,"MAZDA CX-8 PREMIUM 1 CẦU 2022 SIÊU ĐẸP. __________________________________. ️Màu ĐỎ - Nội thất NÂU. ️Sản xuất 2022. Đăng ký 2022. ️Lăn bánh: 29.000 Km. ️Bảo hành chính hãng đến 2025 hoặc 100.000 Km. Xem xe tại: 24 Quốc lộ 1A, Khu trung tâm Hành Chính Tỉnh. Phường 6. Thành phố Tân An. Long An. __________________________________. Giá: 909.000.000 VND. Cam kết không đâm đụng, ngập nước. Cam kết máy móc nguyên bản, không đại tu máy. Check hãng theo yêu cầu của khách hàng. Mua bán xe cũ trao đổi xe mới. Hỗ trợ vay ngân hàng 75% giá trị xe. ☎☎Liên hệ tư vấn: 0932888866."
Kia Carnival 2.2D Signature 2022,1 tỉ 340 triệu,2022,MPV,Trong nước,27.000 km,Long An,Tân An,Số tự động,Máy dầu,"KIA CARNIVAL SIGNATURE 2022. __________________________________. ️Màu ĐEN - Nội thất NÂU. ️Sản xuất 2022. Đăng ký 2022. ️Lăn bánh: 27.000 KM. ️Động cơ Dầu 2.2L. ️Bảo hành chính hãng đến 2025 hoặc 100.000 Km. Xem xe tại: 24 Quốc lộ 1A, Khu trung tâm Hành Chính Tỉnh. Phường 6. Thành phố Tân An. Long An. __________________________________. Giá: 1 tỷ 340.000.000 VND. Cam kết không đâm đụng, ngập nước. Cam kết máy móc nguyên bản, không đại tu máy. Check hãng theo yêu cầu của khách hàng. Mua bán xe cũ trao đổi xe mới. Hỗ trợ vay ngân hàng 75% giá trị xe. ☎☎Liên hệ tư vấn: 0932888866."
MG 5 1.5L Luxury 2023,470 triệu,2023,Sedan,Nhập khẩu,19.000 km,Tp.HCM,Quận 6,Số tự động,Máy xăng,"MG5 Lux - Sx 2023 - Chạy Lướt 19.000km. ⃣ Odo: 19.000 km chuẩn (bao test hãng). ⃣ Động cơ: 1.5 lít. ⃣ Hộp số: Tự động. ⃣ Hỗ trợ đầy đủ dịch vụ Đăng Kí - Đăng Kiểm - Sang Tên toàn Quốc. ⃣ Cam kết chất lượng của Chính Hãng MG. Tình trạng xe: Bảo dưỡng định kì đầy đủ tại hãng. Động cơ - hộp số - keo chỉ - gầm bệ nguyên bản chưa qua sửa chữa. Ngoại thất Mới Tinh, Nước sơn còn rất mới và liền lạc. Nội thất Zin, vô lăng cần số con nguyên sần, hầu như chưa có hao mòn. Cam kết của MG USED CARS KINH DƯƠNG VƯƠNG: Pháp Lý Đảm Bảo, Không đâm đụng, Không ngập nước, Không cháy nổ. Hỗ trợ cho vay trả góp lên đến 70%. Đội ngũ nhân viên chuyên nghiệp nhiệt tình và chu đáo. Cam kết chất lượng theo tiêu chuẩn 176 điểm kiểm định của MG. Lái thử xe ngay, không cần đặt cọc. Bao kiểm tra tại các xưởng và hãng trên toàn quốc."
Hyundai Elantra 2022,530 triệu,2022,Sedan,Trong nước,20.000 km,Long An,Tân An,Số tự động,Máy xăng,"HYUNDAI ELANTRA 1.6AT 2022. __________________________________. ️Màu TRẮNG - Nội thất ĐE. ️Sản xuất 2022. Đăng ký 2022. ️Lăn bánh: 20.000 KM. ️Động cơ 1.6L. ️Bảo hành chính hãng đến 2027 hoặc 100.000 Km. Xem xe tại: 24 Quốc lộ 1A, Khu trung tâm Hành Chính Tỉnh. Phường 6. Thành phố Tân An. Long An. __________________________________. Giá: 530.000.000 VND. Cam kết không đâm đụng, ngập nước. Cam kết máy móc nguyên bản, không đại tu máy. Check hãng theo yêu cầu của khách hàng. Mua bán xe cũ trao đổi xe mới. Hỗ trợ vay ngân hàng 75% giá trị xe. ☎☎Liên hệ tư vấn: 0932888866."
Ford Ranger XL 2.5 4X2 MT 2021,545 triệu,2021,Bán Tải,Nhập khẩu,74.000 km,Tp.HCM,Tân Phú,Số sàn,Máy dầu,"Ranger XLS MT, Số sàn 1 cầu sx 2021 xe nguyên zin không chế độ rất đẹp. - Xe nhập khẩu Thái Lan đi kỹ nên chất xe rất đẹp. - Odo: 74.000 km. - Xe trang bị phim cách nhiệt, chía khóa 2 chìa, lốp dự phòng, đồ nghề theo xe đầy đủ. - Cam kết xe không đâm đụng, không ngập nước, không đại tu động cơ, cam kết phạt nguội. - Bảo hành chính hãng 1 năm. - Hỗ trợ rút hồ sơ, đăng ký sang tên. - Hỗ trợ trả góp đến 65%. - Tặng bảo hiểm vật chất, bảo dưỡng thay nhợt lọc nhớt lần đầu. - Alo em nhé."
Ford EcoSport Titanium 1.5L AT 2014,325 triệu,2014,SUV,Trong nước,128.000 km,Lâm Đồng,Bảo Lộc,Số tự động,Máy xăng,"Ô tô Ngọc Ánh mới về và đang chào bán xe Ford ecoSpot. Thương hiệu đến từ Mỹ. Chất lượng khỏi bàn. Sx2014 Bản cao cấp nhất Titanium. Được trang bị cửa sổ trời, Đề nổ Star/top. Chúng tôi cam kết xe không lỗi máy, số, nội thất. Zin 100 % Sơn zin cũng còn nhiều. Quý khách vui lòng liên hệ để biết thêm thông tin. Xin chân thành cảm ơn."
Hyundai Santa Fe 2.2L Dầu Cao cấp 2024,1 tỉ 300 triệu,2024,SUV,Trong nước,5.100 km,Hà Nội,,Máy dầu,,"Phiên bản Ni Lông Quanh Xe - Thiếu Mỗi Cái Thùng. Huyndai Santafe 2.2D Premium 2024 đklđ 8/2024 vừa chạy được đúng 1 tháng siêu lướt. Đki tư nhân 1 chủ dắt hãng. Odo: 5000km. Mới thay dầu hãng 1 lần, sơn zin cả xe. Đ/c: BTFB62 đường Lê Trọng Tấn An Khánh Hà Nội. LH: 0968099336."
Kia Morning S 1.25 AT 2019,310 triệu,2019,Hatchback,Trong nước,40.000 km,Bắc Ninh,Bắc Ninh,Số tự động,Máy xăng,"Kia Morning S tại Bắc Giang Car. Đi được 4v km, xe rất đẹp, khung gầm keo chỉ nguyên bản. Hỗ trợ trả góp 70%."
Mercedes-Benz GLC 200 4Matic 2020,1 tỉ 499 triệu,2020,SUV,Trong nước,50.000 km,Hà Nội,Nam Từ Liêm,Số tự động,Máy xăng,"Mercedes glc 200-4mactic sản xuất 2020. Màu trắng nt kem chay 5vkm. Giá 1499tr có bớt lộc. Hỗ trợ bank 70%. Liên hệ: 0941 979 999 e Đại - Đại Phát Luxury Car. Máy móc nguyên bản nhà sản xuất. Giấy tờ đầy đủ, hợp pháp. Hỗ trợ TRỌN ĐỜI từ bảo dưỡng đến cứu hộ."
Mercedes-Benz S450 4Matic Luxury 2021,4 tỉ 400 triệu,2021,Sedan,Nhập khẩu,48.000 km,Hà Nội,Nam Từ Liêm,Số tự động,Máy xăng,"Mercedes s450 luxury 2021 nhập đức chay 3v mile màu ruby black nội thất kem. Giá 4ty400 có thương lượng. Hỗ trợ bank 70%. Liên hệ: 0941979999 e Đại - Đại Phát Luxury Car. Máy móc nguyên bản nhà sản xuất. Giấy tờ đầy đủ, hợp pháp. Hỗ trợ TRỌN ĐỜI từ bảo dưỡng đến cứu hộ. Cam kết xe đẹp, không lỗi, k đâm đụng, k ngập nước."
Mazda 6 2.0L Luxury 2021,650 triệu,2021,Sedan,Trong nước,53.000 km,Bắc Ninh,Bắc Ninh,Số tự động,Máy xăng,"Mazda 6 sx 2021 xe 1 chủ từ mới, kéo chỉ khung gầm động cơ nguyên bản."
Ford Ranger XLS 2.2 4x2 AT 2016,425 triệu,2016,Bán Tải,Trong nước,80.000 km,Hà Nội,Nam Từ Liêm,Số tự động,Máy dầu,"Ford Rangge Xls Sx 16 Số tự động 1 cầu đẹp quá, OD 8 vạn. A e có khách cùng bán. Gía 425 triệu. Bank 70%. Sang tên toàn quốc. Hoàng Anh. 0329538888. Mua Ô Tô Cũ giá cạnh tranh, ưu tiên Xe Đẹp, Chính Chủ."
Hyundai Santa Fe 2015,550 triệu,2015,SUV,Trong nước,70.000 km,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,"Hyundai Santafe full xăng sản xuất 2015 cực mới chạy 7 vạn. Xe đẹp gắt ạ, không lỗi nhỏ. Máy số keo chỉ zin ko đâm đụng ngập nước. Gía chào 550 triệu."
Toyota Veloz Cross CVT Top 2022,539 triệu,2022,MPV,Trong nước,50.000 km,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"ĐĂNG KÝ LÁI THỬ MIỄN PHÍ. Biển số: 50H. ODO: 50000 Km. Động cơ: Xăng. Hộp số: Tự động. Hỗ trợ Đăng ký - Đăng kiểm - Sang tên xe theo yêu cầu. ""Cam kết từ CARPLA. Thông tin tình trạng xe minh bạch. 5 ngày lái thật cam kết hoàn tiền. Cam kết xe không đâm đụng, ngập nước. Bảo hành lên đến 12 tháng hoặc 20.000km. Kiểm định 160 bước tiêu chuẩn"". ""Thông tin liên hệ. Carpla - Nền tảng mua bán xe ô tô đã qua sử dụng lớn nhất Việt Nam. Địa chỉ: Showroom Long Biên - Hà Nội: Số 7 - 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên, Thành phố Hà Nội. Showroom Phạm Văn Đồng - Hà Nội: Số 138 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội. Showroom Đà Nẵng: Số 286 Phạm Hùng, Hoà Phước, Hòa Vang, Thành phố Đà Nẵng. Showroom Bình Dương: Số 79/4 Đại Lộ Bình Dương, KP. Trung, P. Vĩnh Phú, TP. Thuận An, Tỉnh Bình Dương. Showroom Tân Phú - TP. Hồ Chí Minh: 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TP. Hồ Chí Minh. Showroom Cần Thơ: 40 Võ Nguyên Giáp, KV Thạnh Thuận, Phường Phú Thứ, Quận Cái Răng, TP. Cần Thơ. Showroom Nghệ An: Đường 3/2 Xóm 7, xã Nghi Phú, Thành Phố Vinh, Tỉnh Nghệ An. #CARPLA #AnTamMuaBanXe #xedaquasudung #xecu #xeluot ""."
