car_name,car_price,year,style,madein,kilometer,province,district,gearbox,fuel,descri
Mercedes-Benz Maybach S450 4Matic 2017,3180000000,2017,Sedan,Nhập khẩu,60000,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,"Chào bán MAYBACH S450 sản xuất 2017, đã lăn bánh 60.000km, đã check kiểm tra chất lượng tại chính hãng. Xe được trang bị nhiều option cao cấp như: Cửa sổ trời, ghế da chỉnh điện đa hướng, nhiều chế độ lái, đèn pha thông minh, màn hình trung tâm, cửa sổ trời toàn cảnh, cảnh báo va chạm, HUD, Loa Bumester Hiend, Camera hồng ngoại, 4 ghế VIP, massage, bàn làm việc thương gia,.. Tặng ngay gói chăm sóc xe và phủ Ceramic cao cấp của #HHDCCARE. HHDC Luxury Car cấp bảo hành 12 tháng tương đương 10.000km bao gồm các tiêu trí: Xe không đâm đụng tai nạn. Xe không ngập nước thuỷ kích. Động cơ hộp số nguyên bản. Hồ sơ pháp lý minh bạch. Kilomet nguyên bản theo xe. Ngân hàng hỗ trợ 70% trên toàn quốc. Giá chào bán tại HHDC Luxury Car đang rất tốt."
Ford EcoSport Titanium 1.5L AT 2014,325000000,2014,SUV,Trong nước,128000,Lâm Đồng,Bảo Lộc,Số tự động,Máy xăng,"Ô tô Ngọc Ánh mới về và đang chào bán xe Ford ecoSpot. Thương hiệu đến từ Mỹ. Chất lượng khỏi bàn. Sx2014 Bản cao cấp nhất Titanium. Được trang bị cửa sổ trời, Đề nổ Star/top. Chúng tôi cam kết xe không lỗi máy, số, nội thất. Zin 100 % Sơn zin cũng còn nhiều. Quý khách vui lòng liên hệ để biết thêm thông tin. Xin chân thành cảm ơn."
Mitsubishi Outlander 2.0 CVT 2022,735000000,2022,SUV,Trong nước,1,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,"Sàn ô tô Hà Nội (mở cửa 24/7) bán MITSUBISHI OUTLANDER 2.0 AT sản xuất 2022. Xe tư nhân chính chủ đi rất ít. Nội thất dược trang bị: Rửa đèn pha, phanh tay điện tử, chìa khóa thông minh start/stop, 5 lốp zin theo xe, màn hình androi, camera lùi, tích hợp vô lăng, điều hòa tự động, ghế da cao cấp, chìa khóa lốp sơ cua chưa hạ, đèn bi xenon, đèn led, la zang phay, gầm cao 7 chỗ.. Cùng rất nhiều tiện ích khác. Cam kết xe không đâm đụng, ngập nước. Hỗ trợ thủ tục sang tên vay vốn ngân hàng nhanh gọn lên đến 70% giá trị xe."
Mitsubishi Xpander AT Premium 2023,605000000,2023,MPV,Nhập khẩu,22500,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"TRẢ GÓP DỄ DÀNG HÂN HOAN ĐÓN XẾ. Biển số: 67A. ODO: 22500 Km. Động cơ: Xăng. Hộp số: Tự động. Hỗ trợ Đăng ký Đăng kiểm Sang tên xe theo yêu cầu. Cam kết từ CARPLA. Thông tin tình trạng xe minh bạch. 5 ngày lái thật cam kết hoàn tiền. Cam kết xe không đâm đụng, ngập nước. Bảo hành lên đến 12 tháng hoặc 20.000km. Kiểm định 160 bước tiêu chuẩn. Thông tin liên hệ. Carpla Nền tảng mua bán xe ô tô đã qua sử dụng lớn nhất Việt Nam. Địa chỉ: Showroom Long Biên Hà Nội: Số 7 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên, Thành phố Hà Nội. Showroom Phạm Văn Đồng Hà Nội: Số 138 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội. Showroom Đà Nẵng: Số 286 Phạm Hùng, Hoà Phước, Hòa Vang, Thành phố Đà Nẵng. Showroom Bình Dương: Số 79/4 Đại Lộ Bình Dương, KP. Trung, P. Vĩnh Phú, TP. Thuận An, Tỉnh Bình Dương. Showroom Tân Phú TP. Hồ Chí Minh: 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TP. Hồ Chí Minh. Showroom Cần Thơ: 40 Võ Nguyên Giáp, KV Thạnh Thuận, Phường Phú Thứ, Quận Cái Răng, TP. Cần Thơ. Showroom Nghệ An: Đường 3/2 Xóm 7, xã Nghi Phú, Thành Phố Vinh, Tỉnh Nghệ An. #CARPLA #AnTamMuaBanXe #xedaquasudung #xecu #xeluot ."
Honda CR-V 1.5 L 2021,868000000,2021,SUV,Trong nước,72000,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"ĐĂNG KÝ LÁI THỬ MIỄN PHÍ. Biển số: 64A. ODO: 72000 Km. Động cơ: Xăng. Hộp số: Tự động. Hỗ trợ Đăng ký Đăng kiểm Sang tên xe theo yêu cầu. Cam kết từ CARPLA. Thông tin tình trạng xe minh bạch. 5 ngày lái thật cam kết hoàn tiền. Cam kết xe không đâm đụng, ngập nước. Bảo hành lên đến 12 tháng hoặc 20.000km. Kiểm định 160 bước tiêu chuẩn. Thông tin liên hệ. Carpla Nền tảng mua bán xe ô tô đã qua sử dụng lớn nhất Việt Nam. Địa chỉ: Showroom Long Biên Hà Nội: Số 7 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên, Thành phố Hà Nội. Showroom Phạm Văn Đồng Hà Nội: Số 138 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội. Showroom Đà Nẵng: Số 286 Phạm Hùng, Hoà Phước, Hòa Vang, Thành phố Đà Nẵng. Showroom Bình Dương: Số 79/4 Đại Lộ Bình Dương, KP. Trung, P. Vĩnh Phú, TP. Thuận An, Tỉnh Bình Dương. Showroom Tân Phú TP. Hồ Chí Minh: 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TP. Hồ Chí Minh. Showroom Cần Thơ: 40 Võ Nguyên Giáp, KV Thạnh Thuận, Phường Phú Thứ, Quận Cái Răng, TP. Cần Thơ. Showroom Nghệ An: Đường 3/2 Xóm 7, xã Nghi Phú, Thành Phố Vinh, Tỉnh Nghệ An. #CARPLA #AnTamMuaBanXe #xedaquasudung #xecu #xeluot ."
Hyundai Grand i10 Hatchback 1.2 AT 2020,355000000,2020,Hatchback,Trong nước,25000,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"MUA XE GIÁ TỐT CHỐT ĐƠN CÙNG CARPLA. Biển số: 65A. ODO: 25000 Km. Động cơ: Xăng. Hộp số: Tự động. Hỗ trợ Đăng ký Đăng kiểm Sang tên xe theo yêu cầu. Cam kết từ CARPLA. Thông tin tình trạng xe minh bạch. 5 ngày lái thật cam kết hoàn tiền. Cam kết xe không đâm đụng, ngập nước. Bảo hành lên đến 12 tháng hoặc 20.000km. Kiểm định 160 bước tiêu chuẩn. Thông tin liên hệ. Carpla Nền tảng mua bán xe ô tô đã qua sử dụng lớn nhất Việt Nam. Địa chỉ: Showroom Long Biên Hà Nội: Số 7 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên, Thành phố Hà Nội. Showroom Phạm Văn Đồng Hà Nội: Số 138 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội. Showroom Đà Nẵng: Số 286 Phạm Hùng, Hoà Phước, Hòa Vang, Thành phố Đà Nẵng. Showroom Bình Dương: Số 79/4 Đại Lộ Bình Dương, KP. Trung, P. Vĩnh Phú, TP. Thuận An, Tỉnh Bình Dương. Showroom Tân Phú TP. Hồ Chí Minh: 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TP. Hồ Chí Minh. Showroom Cần Thơ: 40 Võ Nguyên Giáp, KV Thạnh Thuận, Phường Phú Thứ, Quận Cái Răng, TP. Cần Thơ. Showroom Nghệ An: Đường 3/2 Xóm 7, xã Nghi Phú, Thành Phố Vinh, Tỉnh Nghệ An. #CARPLA #AnTamMuaBanXe #xedaquasudung #xecu #xeluot ."
Toyota Innova 2.0E 2019,545000000,2019,MPV,Trong nước,97000,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"XE QUA TAY, CHẠY VẪN HAY. Biển số: 68F. ODO: 97000 Km. Động cơ: Xăng. Hộp số: Tự động. Hỗ trợ Đăng ký Đăng kiểm Sang tên xe theo yêu cầu. Cam kết từ CARPLA. Thông tin tình trạng xe minh bạch. 5 ngày lái thật cam kết hoàn tiền. Cam kết xe không đâm đụng, ngập nước. Bảo hành lên đến 12 tháng hoặc 20.000km. Kiểm định 160 bước tiêu chuẩn. Thông tin liên hệ. Carpla Nền tảng mua bán xe ô tô đã qua sử dụng lớn nhất Việt Nam. Địa chỉ: Showroom Long Biên Hà Nội: Số 7 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên, Thành phố Hà Nội. Showroom Phạm Văn Đồng Hà Nội: Số 138 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội. Showroom Đà Nẵng: Số 286 Phạm Hùng, Hoà Phước, Hòa Vang, Thành phố Đà Nẵng. Showroom Bình Dương: Số 79/4 Đại Lộ Bình Dương, KP. Trung, P. Vĩnh Phú, TP. Thuận An, Tỉnh Bình Dương. Showroom Tân Phú TP. Hồ Chí Minh: 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TP. Hồ Chí Minh. Showroom Cần Thơ: 40 Võ Nguyên Giáp, KV Thạnh Thuận, Phường Phú Thứ, Quận Cái Răng, TP. Cần Thơ. Showroom Nghệ An: Đường 3/2 Xóm 7, xã Nghi Phú, Thành Phố Vinh, Tỉnh Nghệ An. #CARPLA #AnTamMuaBanXe #xedaquasudung #xecu #xeluot ."
Mercedes-Benz C300 AMG 2021,1279000000,2021,Sedan,Trong nước,27000,Tp.HCM,Quận 1,Số tự động,Máy xăng,"#MercedesC300AMG model 2021 Trắng nâu. Odo 27.000mls Bảo dưỡng Full đầy đủ(4 lốp date 24 mới thay). Chất xe cực đẹp, Bản Full Option: Máy 2.0 258Hp hộp số 9 cấp, Mâm Body AMG, Đèn Multibeam, phanh hiệu suất, keyless Go, Cam 360*, đá cốp... Nội thất ốp gỗ, bọc da cao cấp, vô lăng dcut, đồng hồ kỹ thuật số, điều hoà 3 vùng, âm thanh vòm burmester, cửa nóc panorama,......... 1.2Xy hoặc trả trước chỉ từ 399triệu nhận xe. 07. 7979. 5757. CN1: 243 Lê Hồng Phong, P08, TP Vũng Tàu. CN2: 178 Lê Trọng Tấn, La Khê Hà Đông HN."
Mitsubishi Triton GL 2009,199000000,2009,Bán Tải,Nhập khẩu,250000,Sơn La,Sơn La,Số sàn,Máy dầu,"Hàng ngon bổ rẻ lại về. Mitsubishi Tritong 2.5MT 2009 bản 2 cầu, Nhập khẩu nguyên chiếc. Tư nhân chính chủ từ mới, Xe đẹp xuất sắc, không một lỗi nhỏ, chạy 25v km zin. Cam kết không đâm đụng, không ngập nước thuỷ kích, máy số nguyên bản 100% theo nhà máy. Giá: 215 triệu quá ok cho một em hàng hiệu. Hotline 24/7: 0906 023 679. Chỉ 215 triệu là bế xe về đi thôi ạ. Hùng Quý Auto Xem gian hàng 399 Nguyễn Xiển, Quận Thanh Xuân, Thành Phố Hà Nội."
Kia K3 1.6 Premium 2022,565000000,2022,Sedan,Trong nước,50000,Long An,Tân An,Số tự động,Máy xăng,"KIA K3 1.6 PREMIUM 2022. . ️Màu XÁM Nội thất ĐEN ĐỎ. ️Sản xuất 2022. Đăng ký 2022. ️Lăn bánh: 50.000 Km. ️Động cơ 1.6AT. ️Bảo hành chính hãng đến 2025 hoặc 100.000 Km. Xem xe tại: 24 Quốc lộ 1A, Khu trung tâm Hành Chính Tỉnh. Phường 6. Thành phố Tân An. Long An. . Giá: 565.000.000 VND. Cam kết không đâm đụng, ngập nước. Cam kết máy móc nguyên bản, không đại tu máy. Check hãng theo yêu cầu của khách hàng. Mua bán xe cũ trao đổi xe mới. Hỗ trợ vay ngân hàng 75% giá trị xe. Liên hệ tư vấn: 0932888866."
Mazda CX-8 Premium 2022,909000000,2022,SUV,Trong nước,29000,Long An,Tân An,Số tự động,Máy xăng,"MAZDA CX8 PREMIUM 1 CẦU 2022 SIÊU ĐẸP. . ️Màu ĐỎ Nội thất NÂU. ️Sản xuất 2022. Đăng ký 2022. ️Lăn bánh: 29.000 Km. ️Bảo hành chính hãng đến 2025 hoặc 100.000 Km. Xem xe tại: 24 Quốc lộ 1A, Khu trung tâm Hành Chính Tỉnh. Phường 6. Thành phố Tân An. Long An. . Giá: 909.000.000 VND. Cam kết không đâm đụng, ngập nước. Cam kết máy móc nguyên bản, không đại tu máy. Check hãng theo yêu cầu của khách hàng. Mua bán xe cũ trao đổi xe mới. Hỗ trợ vay ngân hàng 75% giá trị xe. Liên hệ tư vấn: 0932888866."
Kia Carnival 2.2D Signature 2022,1340000000,2022,MPV,Trong nước,27000,Long An,Tân An,Số tự động,Máy dầu,"KIA CARNIVAL SIGNATURE 2022. . ️Màu ĐEN Nội thất NÂU. ️Sản xuất 2022. Đăng ký 2022. ️Lăn bánh: 27.000 KM. ️Động cơ Dầu 2.2L. ️Bảo hành chính hãng đến 2025 hoặc 100.000 Km. Xem xe tại: 24 Quốc lộ 1A, Khu trung tâm Hành Chính Tỉnh. Phường 6. Thành phố Tân An. Long An. . Giá: 1 tỷ 340.000.000 VND. Cam kết không đâm đụng, ngập nước. Cam kết máy móc nguyên bản, không đại tu máy. Check hãng theo yêu cầu của khách hàng. Mua bán xe cũ trao đổi xe mới. Hỗ trợ vay ngân hàng 75% giá trị xe. Liên hệ tư vấn: 0932888866."
MG 5 1.5L Luxury 2023,470000000,2023,Sedan,Nhập khẩu,19000,Tp.HCM,Quận 6,Số tự động,Máy xăng,"MG5 Lux Sx 2023 Chạy Lướt 19.000km. ⃣ Odo: 19.000 km chuẩn (bao test hãng). ⃣ Động cơ: 1.5 lít. ⃣ Hộp số: Tự động. ⃣ Hỗ trợ đầy đủ dịch vụ Đăng Kí Đăng Kiểm Sang Tên toàn Quốc. ⃣ Cam kết chất lượng của Chính Hãng MG. Tình trạng xe: Bảo dưỡng định kì đầy đủ tại hãng. Động cơ hộp số keo chỉ gầm bệ nguyên bản chưa qua sửa chữa. Ngoại thất Mới Tinh, Nước sơn còn rất mới và liền lạc. Nội thất Zin, vô lăng cần số con nguyên sần, hầu như chưa có hao mòn. Cam kết của MG USED CARS KINH DƯƠNG VƯƠNG: Pháp Lý Đảm Bảo, Không đâm đụng, Không ngập nước, Không cháy nổ. Hỗ trợ cho vay trả góp lên đến 70%. Đội ngũ nhân viên chuyên nghiệp nhiệt tình và chu đáo. Cam kết chất lượng theo tiêu chuẩn 176 điểm kiểm định của MG. Lái thử xe ngay, không cần đặt cọc. Bao kiểm tra tại các xưởng và hãng trên toàn quốc."
Toyota Veloz Cross CVT Top 2022,539000000,2022,MPV,Trong nước,50000,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"ĐĂNG KÝ LÁI THỬ MIỄN PHÍ. Biển số: 50H. ODO: 50000 Km. Động cơ: Xăng. Hộp số: Tự động. Hỗ trợ Đăng ký Đăng kiểm Sang tên xe theo yêu cầu. Cam kết từ CARPLA. Thông tin tình trạng xe minh bạch. 5 ngày lái thật cam kết hoàn tiền. Cam kết xe không đâm đụng, ngập nước. Bảo hành lên đến 12 tháng hoặc 20.000km. Kiểm định 160 bước tiêu chuẩn. Thông tin liên hệ. Carpla Nền tảng mua bán xe ô tô đã qua sử dụng lớn nhất Việt Nam. Địa chỉ: Showroom Long Biên Hà Nội: Số 7 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên, Thành phố Hà Nội. Showroom Phạm Văn Đồng Hà Nội: Số 138 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội. Showroom Đà Nẵng: Số 286 Phạm Hùng, Hoà Phước, Hòa Vang, Thành phố Đà Nẵng. Showroom Bình Dương: Số 79/4 Đại Lộ Bình Dương, KP. Trung, P. Vĩnh Phú, TP. Thuận An, Tỉnh Bình Dương. Showroom Tân Phú TP. Hồ Chí Minh: 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TP. Hồ Chí Minh. Showroom Cần Thơ: 40 Võ Nguyên Giáp, KV Thạnh Thuận, Phường Phú Thứ, Quận Cái Răng, TP. Cần Thơ. Showroom Nghệ An: Đường 3/2 Xóm 7, xã Nghi Phú, Thành Phố Vinh, Tỉnh Nghệ An. #CARPLA #AnTamMuaBanXe #xedaquasudung #xecu #xeluot ."
Lexus NX 300 2021,2249000000,2021,SUV,Nhập khẩu,15000,Tp.HCM,Gò Vấp,Số tự động,Máy xăng,"Cần bán lesxus NX300 sản suất 2021, xe gia đình chạy 15000km. Bao check hãng khi mua xe, cam kết xe không lỗi."
